rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
2638,11403530,K03015.01,Kepler-1412 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9390,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,3.614603320,2.4360000e-05,-2.4360000e-05,133.0912300,5.450000e-03,-5.450000e-03,2454966.091,5.450000e-03,-5.450000e-03,0,,,,,,0.0260,0.4310,-0.0260,3.22700,0.18500,-0.18500,,,,4.3900e+01,3.300e+00,-3.300e+00,0.006019,3.390000e-04,-2.620000e-04,0.92877,0.07832,-0.41315,LS+MCMC,0.90,1.500e-01,-1.900e-01,0.0461,,,89.83,,,1397.0,,,900.38,413.59,-384.05,8.624000,0.727000,-0.727000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2678,0.3958,q1_q17_dr25_koi,8.8557850,12.8217770,15.40,1,372,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.03190,Mandel and Agol (2002 ApJ 580 171),,,011/011403/011403530/dv/kplr011403530-20160209194854_dvr.pdf,011/011403/011403530/dv/kplr011403530-001-20160209194854_dvs.pdf,5799.00,117.00,-105.00,4.161,0.188,-0.101,0.0000,0.1500,-0.1500,1.3750,0.2210,-0.2950,0.9990,0.0890,-0.0800,,,,q1_q17_dr25_stellar,292.180110,49.202480,13.219,13.620,13.182,13.047,13.010,12.146,11.834,11.774,0.010,19.478723000,0.000023000,49.20262000,0.00024000,1.70000,0.81000,0.52000,0.86000,-7.200000e-05,3.30000e-05,-2.400000e-05,3.60000e-05,0.3300,0.4000,0.8700,0.5000,0.9300,0.3900,0.4700,0.4000,0.8600,0.3700,0.9700,0.3800
2639,5088536,K00282.02,Kepler-130 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,8.457448920,2.8310000e-05,-2.8310000e-05,139.0668900,2.720000e-03,-2.720000e-03,2454972.067,2.720000e-03,-2.720000e-03,0,,,,,,0.4940,0.0440,-0.4230,3.28930,0.07700,-0.07700,,,,7.7400e+01,2.700e+00,-2.700e+00,0.008247,6.100000e-05,-3.890000e-04,1.36334,0.78077,-0.05205,LS+MCMC,1.02,5.000e-02,-4.000e-02,0.0799,,,88.36,,,982.0,,,220.05,31.36,-28.07,17.270000,4.900000,-4.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2916,0.3447,q1_q17_dr25_koi,5.0715265,24.4735720,31.00,3,160,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.17660,Mandel and Agol (2002 ApJ 580 171),,,005/005088/005088536/dv/kplr005088536-20160209194854_dvr.pdf,005/005088/005088536/dv/kplr005088536-002-20160209194854_dvs.pdf,5903.00,70.00,-79.00,4.304,0.020,-0.018,-0.1600,0.1500,-0.1500,1.1370,0.0500,-0.0460,0.9500,0.0680,-0.0610,,,,q1_q17_dr25_stellar,288.450650,40.245327,11.529,12.130,11.581,,,10.810,10.529,10.490,0.096,19.230047400,0.000008400,40.24515700,0.00009400,0.15000,0.35000,-0.61000,0.34000,-2.200000e-05,2.60000e-05,2.600000e-05,2.60000e-05,0.2200,0.1900,0.3500,0.2700,0.4100,0.2500,0.1600,0.2400,0.0400,0.2300,0.1600,0.2200
2644,5096590,K03093.01,Kepler-1424 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9960,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,29.609905500,5.1690000e-04,-5.1690000e-04,137.3316000,1.310000e-02,-1.310000e-02,2454970.332,1.310000e-02,-1.310000e-02,0,,,,,,0.9840,0.0190,-0.6870,7.43300,0.25200,-0.25200,,,,1.2010e+02,9.000e+00,-9.000e+00,0.014184,6.990000e-04,-4.665000e-03,0.00937,1.22902,-0.01478,LS+MCMC,1.74,2.600e-01,-2.400e-01,0.1861,,,82.54,,,629.0,,,37.12,15.56,-11.47,7.570000,3.800000,-3.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2622,0.4035,q1_q17_dr25_koi,3.2335470,10.1596950,14.30,1,45,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.93310,Mandel and Agol (2002 ApJ 580 171),,,005/005096/005096590/dv/kplr005096590-20160209194854_dvr.pdf,005/005096/005096590/dv/kplr005096590-001-20160209194854_dvs.pdf,5812.00,104.00,-116.00,4.329,0.126,-0.115,0.0000,0.1500,-0.1500,1.1220,0.1680,-0.1510,0.9770,0.0810,-0.0660,,,,q1_q17_dr25_stellar,290.991670,40.229321,13.619,14.067,13.577,13.426,13.370,12.497,12.160,12.104,0.131,19.399417000,0.000020000,40.22923000,0.00024000,-1.11000,0.83000,-0.31000,0.85000,1.260000e-04,9.60000e-05,4.800000e-05,9.80000e-05,-0.3000,0.3600,0.3900,0.4100,0.5000,0.4500,-0.3000,0.3700,0.4300,0.3800,0.5200,0.4400
2646,6289257,K00307.02,Kepler-520 c,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,5.211045970,1.3660000e-05,-1.3660000e-05,131.5379700,2.200000e-03,-2.200000e-03,2454964.538,2.200000e-03,-2.200000e-03,0,,,,,,0.8330,0.1020,-0.6250,3.34470,0.06350,-0.06350,,,,1.0270e+02,3.100e+00,-3.100e+00,0.010461,1.103000e-03,-1.123000e-03,0.22502,0.87016,-0.01077,LS+MCMC,1.18,1.900e-01,-1.000e-01,0.0594,,,83.02,,,1107.0,,,354.82,164.45,-80.86,6.860000,3.300000,-3.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2889,0.3511,q1_q17_dr25_koi,4.3653316,30.2227230,36.90,2,252,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.16830,Mandel and Agol (2002 ApJ 580 171),,,006/006289/006289257/dv/kplr006289257-20160209194854_dvr.pdf,006/006289/006289257/dv/kplr006289257-002-20160209194854_dvs.pdf,6023.00,120.00,-132.00,4.423,0.054,-0.126,-0.0800,0.1500,-0.1500,1.0310,0.1680,-0.0840,1.0270,0.0750,-0.0680,,,,q1_q17_dr25_stellar,293.180330,41.617760,12.797,13.139,12.751,12.650,12.628,11.806,11.552,11.488,0.000,19.545368800,0.000008500,41.61778000,0.00007600,0.54000,0.34000,0.07000,0.27000,-1.390000e-04,3.50000e-05,-1.000000e-06,2.80000e-05,0.0600,0.1600,0.4500,0.1600,0.4600,0.1600,-0.0800,0.1500,0.4100,0.1600,0.4200,0.1600
2650,7050989,K00312.01,Kepler-136 b,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,11.578909260,1.7930000e-05,-1.7930000e-05,175.5860300,1.290000e-03,-1.290000e-03,2455008.586,1.290000e-03,-1.290000e-03,0,,,,,,0.3590,0.0910,-0.3590,2.72070,0.03900,-0.03900,,,,2.4340e+02,4.900e+00,-4.900e+00,0.014458,2.250000e-04,-3.680000e-04,4.14430,1.28144,-0.56553,LS+MCMC,2.06,3.600e-01,-2.700e-01,0.1062,,,89.33,,,951.0,,,193.48,93.81,-59.93,30.850000,9.500000,-9.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3024,0.3288,q1_q17_dr25_koi,8.8099910,56.4594300,54.80,2,119,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.72390,Mandel and Agol (2002 ApJ 580 171),,,007/007050/007050989/dv/kplr007050989-20160209194854_dvr.pdf,007/007050/007050989/dv/kplr007050989-001-20160209194854_dvs.pdf,6156.00,111.00,-136.00,4.284,0.099,-0.121,0.1400,0.1500,-0.1500,1.3030,0.2290,-0.1710,1.1930,0.0860,-0.0970,,,,q1_q17_dr25_stellar,296.467320,42.598785,12.459,12.512,12.404,,,10.804,10.573,10.519,0.374,19.764487600,0.000003400,42.59885000,0.00003500,-0.01000,0.13000,0.23000,0.13000,-1.000000e-06,3.00000e-05,-2.200000e-05,2.90000e-05,0.2300,0.3200,-0.0600,0.2400,0.2400,0.2900,0.2600,0.3400,0.0800,0.2300,0.2700,0.3600
2651,7175184,K00369.02,Kepler-144 c,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,10.104631420,3.5720000e-05,-3.5720000e-05,135.5571800,3.110000e-03,-3.110000e-03,2454968.557,3.110000e-03,-3.110000e-03,0,,,,,,0.5710,0.3640,-0.3540,2.36900,0.08800,-0.08800,,,,1.1460e+02,5.300e+00,-5.300e+00,0.010177,1.200000e-05,-6.680000e-04,3.71209,2.70166,-3.30316,LS+MCMC,1.59,2.900e-01,-3.200e-01,0.0937,,,88.79,,,1046.0,,,283.38,148.44,-115.82,27.160000,9.900000,-9.900000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2910,0.3469,q1_q17_dr25_koi,5.1924280,26.0145450,24.10,2,132,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.56780,Mandel and Agol (2002 ApJ 580 171),,,007/007175/007175184/dv/kplr007175184-20160209194854_dvr.pdf,007/007175/007175184/dv/kplr007175184-002-20160209194854_dvs.pdf,6070.00,134.00,-122.00,4.157,0.168,-0.112,-0.0800,0.1500,-0.1500,1.4310,0.2600,-0.2850,1.0720,0.1130,-0.0920,,,,q1_q17_dr25_stellar,281.915680,42.775509,11.992,12.282,11.944,11.868,11.872,11.050,10.830,10.792,0.426,18.794384000,0.000013000,42.77552000,0.00012000,0.22000,0.51000,0.05000,0.42000,-4.500000e-05,5.90000e-05,1.500000e-05,4.80000e-05,0.3400,0.2900,0.1500,0.2500,0.3700,0.3200,0.2400,0.3200,0.3500,0.2500,0.4300,0.3200
2652,8494142,K00370.01,Kepler-145 c,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,42.882479510,8.0660000e-05,-8.0660000e-05,203.6483000,1.410000e-03,-1.410000e-03,2455036.648,1.410000e-03,-1.410000e-03,0,,,,,,0.3910,0.0340,-0.3780,9.74710,0.05540,-0.05540,,,,4.0890e+02,4.000e+00,-4.000e+00,0.018777,1.740000e-03,-2.450000e-04,0.32522,0.08581,-0.07034,LS+MCMC,3.61,2.500e-01,-1.600e-01,0.2578,,,89.29,,,709.0,,,59.60,12.71,-9.19,31.620000,8.300000,-8.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3052,0.3236,q1_q17_dr25_koi,16.8043920,68.8355800,112.20,2,33,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.39740,Mandel and Agol (2002 ApJ 580 171),,,008/008494/008494142/dv/kplr008494142-20160209194854_dvr.pdf,008/008494/008494142/dv/kplr008494142-001-20160209194854_dvs.pdf,6143.00,97.00,-110.00,4.039,0.030,-0.030,0.1200,0.1000,-0.1000,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640,,,,q1_q17_dr25_stellar,291.387760,44.529110,11.931,12.239,11.897,11.799,11.759,10.913,10.693,10.628,0.618,19.425851900,0.000003100,44.52908300,0.00003700,0.02000,0.12000,-0.10000,0.13000,2.000000e-05,4.90000e-05,-2.300000e-05,5.50000e-05,0.1300,0.2500,0.1600,0.2100,0.2100,0.2800,0.1600,0.2300,-0.0100,0.2000,0.1600,0.2300
2653,11554435,K00063.01,Kepler-63 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9990,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,9.434141710,2.1360000e-05,-2.1360000e-05,177.8434600,1.770000e-03,-1.770000e-03,2455010.843,1.770000e-03,-1.770000e-03,0,,,,,,0.5380,0.0460,-0.4340,2.81120,0.07750,-0.07750,,,,3.9770e+03,1.160e+02,-1.160e+02,0.059248,1.216200e-02,-2.120000e-03,2.72500,1.44231,-2.00150,LS+MCMC,5.73,7.800e-01,-3.300e-01,0.0858,,,88.68,,,791.0,,,92.39,35.49,-16.67,23.400000,6.200000,-6.200000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2327,0.4526,q1_q17_dr25_koi,93.1484300,674.3449000,40.20,1,144,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.81440,Mandel and Agol (2002 ApJ 580 171),,,011/011554/011554435/dv/kplr011554435-20160209194854_dvr.pdf,011/011554/011554435/dv/kplr011554435-001-20160209194854_dvs.pdf,5578.00,100.00,-111.00,4.518,0.035,-0.105,0.0400,0.1500,-0.1500,0.8860,0.1200,-0.0510,0.9430,0.0510,-0.0690,,,,q1_q17_dr25_stellar,289.226170,49.548199,11.582,12.055,11.516,11.379,11.357,10.399,10.096,9.997,0.000,19.281750140,0.000000200,49.54828550,0.00000280,0.16960,0.00690,0.30800,0.01000,2.300000e-05,7.20000e-05,-9.000000e-05,1.10000e-04,0.0120,0.0680,0.0120,0.0780,0.0170,0.0730,0.1520,0.0720,0.2150,0.0830,0.2630,0.0810
2654,8494142,K00370.02,Kepler-145 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9890,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,22.950622780,9.9270000e-05,-9.9270000e-05,151.5325900,3.150000e-03,-3.150000e-03,2454984.533,3.150000e-03,-3.150000e-03,0,,,,,,0.7480,0.1620,-0.5390,4.48140,0.09930,-0.09930,,,,1.2980e+02,4.300e+00,-4.300e+00,0.011297,1.297000e-03,-8.340000e-04,0.67836,1.40097,-0.05681,LS+MCMC,2.17,1.500e-01,-1.000e-01,0.1699,,,88.39,,,873.0,,,137.23,29.26,-21.17,26.600000,11.000000,-11.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3052,0.3236,q1_q17_dr25_koi,5.4261785,24.9995040,32.90,2,56,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.97840,Mandel and Agol (2002 ApJ 580 171),,,008/008494/008494142/dv/kplr008494142-20160209194854_dvr.pdf,008/008494/008494142/dv/kplr008494142-002-20160209194854_dvs.pdf,6143.00,97.00,-110.00,4.039,0.030,-0.030,0.1200,0.1000,-0.1000,1.7630,0.1190,-0.0820,1.2400,0.1280,-0.0640,,,,q1_q17_dr25_stellar,291.387760,44.529110,11.931,12.239,11.897,11.799,11.759,10.913,10.693,10.628,0.059,19.425841400,0.000009700,44.52896000,0.00012000,-0.38000,0.37000,-0.53000,0.42000,6.000000e-05,4.90000e-05,5.000000e-05,5.50000e-05,0.3600,0.2400,0.9400,0.2600,1.0100,0.2600,0.2900,0.2300,0.7400,0.2600,0.7900,0.2600
2656,6471021,K00372.01,Kepler-539 b,CONFIRMED,Active,2017-05-10,FALSE POSITIVE,0.0060,1,0,0,0,q1_q17_dr25_koi,INCONSISTENT_TRANS,125.629147900,2.4050000e-04,-2.4050000e-04,253.3507900,1.430000e-03,-1.430000e-03,2455086.351,1.430000e-03,-1.430000e-03,0,,,,,,0.4710,0.0840,-0.2610,9.10800,0.10300,-0.10300,,,,7.8416e+03,6.110e+01,-6.110e+01,0.082594,7.600000e-05,-2.247000e-03,1.29955,0.39943,-0.51014,LS+MCMC,10.02,1.470e+00,-1.330e+00,0.4865,,,89.74,,,388.0,,,5.35,2.03,-1.56,102.700000,31.600000,-31.600000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2622,0.4035,q1_q17_dr25_koi,94.5284040,104.7735600,150.40,1,11,1,q1_q17_dr25_tce,11111111111111111000000000000000,-1.00000,Mandel and Agol (2002 ApJ 580 171),,,006/006471/006471021/dv/kplr006471021-20160209194854_dvr.pdf,006/006471/006471021/dv/kplr006471021-001-20160209194854_dvs.pdf,5819.00,69.00,-87.00,4.334,0.132,-0.108,-0.0200,0.1500,-0.1500,1.1110,0.1630,-0.1480,0.9720,0.0730,-0.0510,,,,q1_q17_dr25_stellar,299.122440,41.866760,12.391,12.818,12.352,12.208,12.165,11.294,10.964,10.915,0.000,19.941496270,0.000000520,41.86682260,0.00000530,-0.01700,0.02100,0.22500,0.01900,-4.800000e-04,6.90000e-04,7.500000e-04,9.10000e-04,-0.0810,0.0900,0.0110,0.0780,0.0820,0.0900,-0.1560,0.0960,0.0830,0.0780,0.1800,0.1000
2662,7582689,K03097.01,Kepler-431 d,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9830,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,11.921603500,1.1780000e-04,-1.1780000e-04,137.4758100,8.150000e-03,-8.150000e-03,2454970.476,8.150000e-03,-8.150000e-03,0,,,,,,0.9290,0.0400,-0.6640,5.00900,0.20500,-0.20500,,,,4.3200e+01,3.100e+00,-3.100e+00,0.007395,2.300000e-05,-1.468000e-03,0.04831,0.74158,-0.03398,LS+MCMC,0.87,1.500e-01,-6.000e-02,0.1049,,,82.51,,,851.0,,,123.89,52.32,-22.66,7.130000,3.500000,-3.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2844,0.3661,q1_q17_dr25_koi,4.0522013,12.6209955,15.10,3,110,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.82630,Mandel and Agol (2002 ApJ 580 171),,,007/007582/007582689/dv/kplr007582689-20160209194854_dvr.pdf,007/007582/007582689/dv/kplr007582689-001-20160209194854_dvs.pdf,6006.00,72.00,-84.00,4.403,0.054,-0.117,0.0700,0.1500,-0.1500,1.0820,0.1780,-0.0760,1.0810,0.0780,-0.0700,,,,q1_q17_dr25_stellar,281.112340,43.227791,11.973,12.308,11.932,11.830,11.809,10.945,10.678,10.649,0.002,18.740802000,0.000027000,43.22737000,0.00024000,-0.80000,1.10000,-1.51000,0.87000,3.200000e-05,5.00000e-05,7.400000e-05,4.10000e-05,-0.1400,0.6900,-0.0200,0.5800,0.1400,0.6800,-0.1400,0.7000,0.0000,0.5900,0.1400,0.7000
2663,7582689,K03097.02,Kepler-431 b,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9820,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,6.802579470,6.0990000e-05,-6.0990000e-05,138.0478000,7.290000e-03,-7.290000e-03,2454971.048,7.290000e-03,-7.290000e-03,0,,,,,,0.8890,0.0720,-0.6850,4.60800,0.21900,-0.21900,,,,3.2700e+01,2.400e+00,-2.400e+00,0.006153,5.760000e-04,-9.890000e-04,0.06403,0.48092,-0.04784,LS+MCMC,0.73,1.200e-01,-5.000e-02,0.0721,,,80.51,,,1026.0,,,262.26,110.75,-47.97,5.390000,2.500000,-2.500000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2844,0.3661,q1_q17_dr25_koi,2.8129566,11.1665790,14.70,3,190,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.37360,Mandel and Agol (2002 ApJ 580 171),,,007/007582/007582689/dv/kplr007582689-20160209194854_dvr.pdf,007/007582/007582689/dv/kplr007582689-002-20160209194854_dvs.pdf,6006.00,72.00,-84.00,4.403,0.054,-0.117,0.0700,0.1500,-0.1500,1.0820,0.1780,-0.0760,1.0810,0.0780,-0.0700,,,,q1_q17_dr25_stellar,281.112340,43.227791,11.973,12.308,11.932,11.830,11.809,10.945,10.678,10.649,0.049,18.740861000,0.000032000,43.22807000,0.00029000,1.50000,1.30000,1.00000,1.00000,-5.100000e-05,3.90000e-05,-2.900000e-05,3.20000e-05,0.5700,0.5300,0.7800,0.8700,0.9700,0.7300,0.5600,0.4900,0.8400,0.9700,1.0100,0.8400
2664,7582689,K03097.03,Kepler-431 c,CONFIRMED,Active,2017-05-10,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,8.703121540,8.4900000e-05,-8.4900000e-05,140.1553100,8.240000e-03,-8.240000e-03,2454973.155,8.240000e-03,-8.240000e-03,0,,,,,,0.8860,0.0770,-0.6150,4.80700,0.23700,-0.23700,,,,3.2000e+01,2.700e+00,-2.700e+00,0.006066,9.480000e-04,-9.140000e-04,0.07354,0.61726,-0.05680,LS+MCMC,0.72,1.100e-01,-5.000e-02,0.0850,,,82.35,,,945.0,,,188.70,79.68,-34.52,6.650000,3.300000,-3.300000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2844,0.3661,q1_q17_dr25_koi,3.7685447,10.2344360,13.00,3,140,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.03440,Mandel and Agol (2002 ApJ 580 171),,,007/007582/007582689/dv/kplr007582689-20160209194854_dvr.pdf,007/007582/007582689/dv/kplr007582689-003-20160209194854_dvs.pdf,6006.00,72.00,-84.00,4.403,0.054,-0.117,0.0700,0.1500,-0.1500,1.0820,0.1780,-0.0760,1.0810,0.0780,-0.0700,,,,q1_q17_dr25_stellar,281.112340,43.227791,11.973,12.308,11.932,11.830,11.809,10.945,10.678,10.649,0.080,18.740855000,0.000033000,43.22808000,0.00030000,1.30000,1.30000,1.00000,1.10000,-4.600000e-05,4.30000e-05,-3.300000e-05,3.50000e-05,0.0000,1.3000,1.4600,0.7600,1.4600,0.7500,0.0000,1.2000,1.5200,0.7300,1.5200,0.7400
2667,6196457,K00285.02,Kepler-92 c,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9760,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,26.723169000,7.8830000e-05,-7.8830000e-05,147.9369600,2.320000e-03,-2.320000e-03,2454980.937,2.320000e-03,-2.320000e-03,0,,,,,,0.0350,0.3740,-0.0350,8.50100,0.06880,-0.06880,,,,1.9500e+02,3.100e+00,-3.100e+00,0.012689,3.040000e-04,-1.450000e-04,0.38065,0.00023,-0.12626,LS+MCMC,2.31,1.700e-01,-1.100e-01,0.1829,,,89.92,,,781.0,,,88.10,19.75,-12.70,24.311700,0.014700,-0.014700,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2600,0.4133,q1_q17_dr25_koi,9.1164400,39.5846020,67.50,3,51,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.07900,Mandel and Agol (2002 ApJ 580 171),,,006/006196/006196457/dv/kplr006196457-20160209194854_dvr.pdf,006/006196/006196457/dv/kplr006196457-002-20160209194854_dvs.pdf,5862.00,97.00,-80.00,4.050,0.033,-0.027,0.1600,0.1500,-0.1000,1.6700,0.1180,-0.0820,1.1420,0.1600,-0.0530,,,,q1_q17_dr25_stellar,289.086060,41.562958,11.565,12.481,11.679,,,10.747,10.470,10.403,0.011,19.272413600,0.000004800,41.56306400,0.00004500,0.40000,0.19000,0.38000,0.16000,-6.000000e-05,3.90000e-05,-3.200000e-05,3.30000e-05,-0.1400,0.2600,-0.5300,0.4600,0.5400,0.4900,-0.0300,0.2700,-0.4400,0.4800,0.4400,0.4900
2668,7050989,K00312.02,Kepler-136 c,CONFIRMED,Active,2017-05-10,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_koi,NO_COMMENT,16.399264610,3.3730000e-05,-3.3730000e-05,131.9680600,1.690000e-03,-1.690000e-03,2454964.968,1.690000e-03,-1.690000e-03,0,,,,,,0.1150,0.3350,-0.1150,3.41080,0.05300,-0.05300,,,,2.2080e+02,5.200e+00,-5.200e+00,0.013613,3.910000e-04,-2.370000e-04,3.56111,0.16846,-1.27980,LS+MCMC,1.94,3.400e-01,-2.600e-01,0.1340,,,89.82,,,847.0,,,121.53,58.92,-37.65,36.990000,1.700000,-1.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3024,0.3288,q1_q17_dr25_koi,9.4107410,44.7561300,46.40,2,82,2,q1_q17_dr25_tce,11111111111111111000000000000000,0.51590,Mandel and Agol (2002 ApJ 580 171),,,007/007050/007050989/dv/kplr007050989-20160209194854_dvr.pdf,007/007050/007050989/dv/kplr007050989-002-20160209194854_dvs.pdf,6156.00,111.00,-136.00,4.284,0.099,-0.121,0.1400,0.1500,-0.1500,1.3030,0.2290,-0.1710,1.1930,0.0860,-0.0970,,,,q1_q17_dr25_stellar,296.467320,42.598785,12.459,12.512,12.404,,,10.804,10.573,10.519,0.000,19.764496700,0.000003900,42.59887900,0.00004100,0.35000,0.16000,0.33000,0.15000,-7.700000e-05,3.30000e-05,-4.300000e-05,3.20000e-05,-0.3000,0.2400,0.0000,0.2100,0.3000,0.2400,-0.3200,0.2300,0.1000,0.2100,0.3300,0.2300
